ecar
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
2.6092628832356185e-5
0.00013046314416178092
0.00039138943248534275
0.0005218525766471237
0.0005218525766471237
0.00039138943248534275
0.00026092628832356183
0.00013046314416178092
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
2.6092628832356185e-5
0.00013046314416178092
0.00039138943248534275
0.0005218525766471237
0.0005218525766471237
0.00039138943248534275
0.00026092628832356183
0.00013046314416178092
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
2.6092628832356185e-5
0.00013046314416178092
0.00039138943248534275
0.0005218525766471237
0.0005218525766471237
0.00039138943248534275
0.00026092628832356183
0.00013046314416178092
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
2.6092628832356185e-5
0.00013046314416178092
0.00039138943248534275
0.0005218525766471237
0.0005218525766471237
0.00039138943248534275
0.00026092628832356183
0.00013046314416178092
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
2.6092628832356185e-5
0.00013046314416178092
0.00039138943248534275
0.0005218525766471237
0.0005218525766471237
0.00039138943248534275
0.00026092628832356183
0.00013046314416178092
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
2.6092628832356185e-5
0.00013046314416178092
0.00039138943248534275
0.0005218525766471237
0.0005218525766471237
0.00039138943248534275
0.00026092628832356183
0.00013046314416178092
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
5.218525766471237e-5
2.6092628832356185e-5
0.00013046314416178092
0.00039138943248534275
0.0005218525766471237
0.0005218525766471237
0.00039138943248534275
