demand
-2815.58
-2947.97
-2799.67
-2666.24
-2254.66
-2260.61
-2488.67
-2945.9800000000005
-3086.4100000000003
-3070.5599999999995
-2931.6899999999996
-2830.5199999999995
-2868.22
-2896.71
-3174.8399999999997
-3306.23
-3326.79
-3887.0200000000004
-4364.0199999999995
-4117.87
-3814.43
-3835.3300000000004
-3426.14
-2976.3399999999997
-2331.0099999999998
-2240.09
-2230.88
-2442.33
-2429.04
-2523.2599999999998
-2706.5699999999997
-3022.99
-3502.7399999999993
-3811.8899999999994
-3923.1699999999996
-3883.54
-3419.57
-3369.5699999999997
-3308.52
-3304.6400000000003
-3822.24
-4611.21
-4689.59
-4212.43
-3753.5699999999997
-3489.31
-3285.9100000000003
-2836.7700000000004
-2591.2799999999997
-2037.98
-1751.1100000000001
-1709.52
-1962.2500000000002
-2028.9100000000003
-2501.7599999999998
-2605.07
-2928.29
-3234.36
-3649.72
-3532.8100000000004
-3426.9100000000008
-3224.9700000000003
-3325.7400000000002
-3293.88
-3512.1000000000004
-4719.66
-5036.1
-4431.33
-4133.87
-3525.99
-3185.83
-2775.6599999999994
-2725.3
-2578.7300000000005
-2345.1800000000003
-1915.4
-1881.87
-2046.6600000000003
-2519.45
-2805.64
-2973.16
-2884.3599999999997
-2841.8399999999992
-2989.73
-3201.51
-3172.82
-3117.75
-2921.43
-3099.59
-3938.8800000000006
-4536.94
-4491.219999999999
-4160.26
-3304.5499999999997
-3090.52
-2825.38
-2483.2
-2585.91
-2551.24
-2310.26
-2055.14
-2038.24
-2287.0
-2571.42
-3146.0
-3194.34
-2948.91
-2917.52
-3029.97
-2951.6
-2931.8199999999997
-3097.0099999999998
-3485.1000000000004
-4210.1900000000005
-4316.389999999999
-4106.53
-3658.41
-3218.12
-3013.0599999999995
-2741.96
-2348.2
-1935.2900000000002
-1819.7800000000002
-1821.29
-1857.6200000000001
-1932.37
-2786.54
-3470.97
-3619.52
-3460.0600000000004
-3360.1899999999996
-3219.5299999999997
-3105.57
-2992.5299999999993
-3351.84
-3535.4300000000003
-3590.2500000000005
-4303.51
-4643.87
-4502.57
-4100.75
-3574.1400000000003
-3357.95
-3059.4799999999996
-2365.96
-2100.4699999999993
-1903.16
-1788.9300000000003
-1873.51
-1963.1899999999996
-2692.0
-3538.05
-3706.27
-3271.71
-2390.27
-1502.6
-1130.5900000000001
-1869.5700000000002
-2047.6
-2242.39
-2846.54
-3756.84
-4052.7299999999996
-4033.25
-4051.28
-3370.39
-2681.9700000000003
-2255.88
-1919.06
-1728.7299999999998
-1845.43
-1992.69
-1752.54
-1660.9700000000003
-2135.26
-2950.0299999999997
-3537.88
-3559.96
-3239.7799999999997
-2734.9799999999996
-2547.84
-2552.35
-2793.5599999999995
-2999.99
-3166.72
-4074.9
-4372.6900000000005
-4126.049999999999
-4067.8600000000006
-3735.1099999999997
-2934.8
-2536.1099999999997
-2185.82
-1948.94
-1892.22
-2150.8700000000003
-2236.66
-1879.8599999999997
-2273.69
-2855.3999999999996
-3329.54
-3083.9
-3260.7199999999993
-3144.16
-2607.98
-2663.54
-2691.76
-2732.3999999999996
-2914.4100000000003
-3802.4399999999996
-4348.79
-4447.4800000000005
-3807.8900000000003
-3485.95
-3127.33
-2571.41
-2309.5299999999997
-1962.6399999999999
-2020.86
-2015.19
-2080.6499999999996
-2046.3
-2478.25
-3191.01
-3709.8799999999997
-3399.9599999999996
-3201.2499999999995
-2759.4300000000003
-2778.69
-2671.5499999999997
-2811.89
-3191.31
-3590.4799999999996
-4121.58
-4525.08
-4210.8099999999995
-3891.4799999999996
-3481.5600000000004
-3126.49
-2783.1699999999996
-2509.41
-2286.9799999999996
-2172.7599999999998
-2108.4699999999993
-2035.9499999999998
-2072.2
-2328.47
-2725.21
-3026.2400000000002
-3087.46
-2985.3399999999997
-2876.6499999999996
-2830.51
-2546.74
-2746.91
-2760.47
-2987.8799999999997
-3734.48
-4109.13
-3779.52
-3528.4
-3024.96
-2634.04
-2378.3100000000004
-2095.4300000000003
-1827.76
-1716.2200000000003
-1618.5700000000002
-1563.21
-1640.58
-2039.1999999999998
-2353.3
-2546.62
-2668.6899999999996
-2787.0599999999995
-3153.5299999999997
-3250.59
-3207.59
-2943.16
-3034.92
-2988.88
-3719.6299999999997
-4069.1499999999996
-3902.2799999999997
-3486.6800000000003
-3165.0899999999997
-2839.73
-2563.2499999999995
-2320.45
-2073.18
-1930.54
-1901.75
-1902.5499999999997
-1957.6499999999999
-2391.47
-3019.25
-4031.5099999999998
-3689.6899999999996
-2842.5899999999997
-2331.95
-2323.58
-2193.65
-2112.37
-2053.93
-2822.5499999999997
-3917.2099999999996
-4338.610000000001
-4063.7
-3695.0699999999997
-3170.0299999999997
-2764.8099999999995
-2392.66
-1985.4799999999998
-1749.9
-1680.6000000000001
-1651.5200000000002
-1752.3600000000001
-1920.4
-2386.2
-3120.0699999999997
-3789.96
-3794.0699999999997
-3168.2999999999997
-2803.09
-1843.32
-2131.9
-2935.8999999999996
-2831.5499999999997
-3069.92
-3818.33
-4305.93
-3990.2999999999997
-3677.99
-3111.4100000000003
-2799.0599999999995
-2312.87
-2045.91
-1864.16
-1692.2399999999998
-1692.2399999999998
-1794.17
-1817.8700000000001
-2327.8199999999997
-2915.65
-3495.66
-3202.23
-3015.5699999999997
-2872.5600000000004
-2817.5699999999997
-2785.2400000000002
-2968.5599999999995
-2958.64
-3220.8500000000004
-4283.05
-4592.5599999999995
-4343.15
-3957.7400000000002
-3560.7500000000005
-3216.1499999999996
-3036.22
-2308.24
-2095.43
-2050.14
-2012.3100000000002
-1991.64
-2149.99
-2618.16
-3355.1000000000004
-3800.9099999999994
-3405.59
-2948.52
-2525.87
-2112.08
-1922.44
-1720.6299999999999
-2249.55
-2839.74
-3867.4300000000003
-4387.389999999999
-4258.67
-3854.7099999999996
-3395.57
-2943.52
-2524.8499999999995
-2214.71
-2040.9899999999998
-1976.6999999999998
-1961.79
-1957.46
-2024.93
-2431.67
-3134.36
-3732.54
-3272.71
-2774.2699999999995
-2723.0
-2820.05
-2689.1699999999996
-2793.2200000000003
-3110.7299999999996
-3211.2999999999997
-3956.97
-4401.889999999999
-4532.050000000001
-3769.1299999999997
-3030.96
-2708.02
-2448.9700000000003
-2174.5699999999997
-2072.15
-1983.8600000000001
-1891.0299999999997
-1868.6
-2011.63
-2662.87
-2917.88
-3156.73
-3042.2700000000004
-2712.95
-3048.75
-3065.0099999999998
-2362.06
-2702.94
-2398.49
-3066.3999999999996
-3992.08
-4591.32
-4388.700000000001
-4246.96
-3896.3399999999997
-3267.56
-2997.8500000000004
-2591.9399999999996
-2428.8
-2285.33
-2151.92
-2291.18
-2439.53
-2918.7499999999995
-3656.52
-3623.87
-3357.92
-2663.24
-1554.97
-1136.46
-1177.39
-1359.33
-1756.66
-2386.26
-3371.5799999999995
-4061.27
-4358.73
-3931.4700000000003
-3249.69
-2869.5699999999997
-2451.86
-2157.4700000000003
-1984.6600000000003
-1899.33
-1950.1
-1950.22
-1990.1499999999999
-2548.68
-3209.47
-3713.42
-3794.99
-3289.63
-2820.6899999999996
-2686.1
-2211.75
-2138.2200000000003
-2448.68
-2918.04
-3859.3500000000004
-4384.43
-4319.23
-3963.32
-3422.37
-3012.9399999999996
-2643.2200000000003
-2318.12
-2195.92
-2035.0699999999997
-1964.3700000000001
-1985.26
-1993.8500000000001
-2462.94
-3249.9499999999994
-3779.0499999999997
-3412.6600000000003
-3057.77
-3066.2999999999997
-2861.7299999999996
-1733.98
-2483.58
-2980.05
-3145.3999999999996
-4010.33
-4631.82
-4676.110000000001
-4432.549999999999
-3519.52
-3101.88
-2674.91
-2370.73
-2161.0699999999997
-1999.8799999999999
-2290.89
-2301.2299999999996
-1992.3400000000001
-2424.07
-3264.25
-4139.55
-3950.62
-3446.6499999999996
-2648.76
-1975.3000000000002
-2357.8399999999997
-2659.54
-2727.47
-2874.33
-4354.8
-4958.5599999999995
-4439.28
-4084.2799999999997
-3625.2999999999997
-3153.4700000000003
-2926.73
-2933.9600000000005
-2769.9300000000003
-2351.63
-2281.18
-2331.6
-2365.58
-3105.88
-4087.57
-4328.209999999999
-3839.1099999999997
-3517.95
-2623.1499999999996
-2357.62
-3132.5299999999997
-3276.53
-3111.86
-3341.5299999999997
-4097.89
-4565.51
-4304.63
-4066.6000000000004
-3836.12
-3549.03
-2933.72
-2453.5099999999998
-2257.63
-2213.98
-2147.75
-2131.31
-2237.0800000000004
-2647.1800000000003
-3821.22
-3937.37
-4251.9
-4449.32
-4218.04
-4221.22
-4181.83
-4152.139999999999
-3407.66
-3481.0400000000004
-4128.69
-4560.28
-4310.5599999999995
-4196.4400000000005
-3824.6000000000004
-3142.5800000000004
-2754.42
-2408.37
-2373.58
-2531.84
-2499.26
-1985.3899999999999
-2120.6299999999997
-2442.29
-3046.9500000000003
-3751.1
-3758.01
-3354.06
-3471.71
-3335.94
-3242.0099999999998
-3710.0200000000004
-3713.37
-3358.2
-4020.77
-4417.789999999999
-4226.179999999999
-4249.03
-3701.29
-3072.0299999999997
-2724.72
-2435.42
-2269.17
-2428.15
-2517.2800000000007
-2116.52
-2064.75
-2277.51
-2641.25
-3085.2899999999995
-3361.3399999999997
-3151.25
-2804.8999999999996
-2757.56
-2191.89
-1695.7999999999997
-2096.91
-2676.81
-3457.3599999999997
-4096.54
-3965.92
-3716.0099999999993
-3475.19
-3045.24
-2379.09
-1948.6
-1816.5500000000002
-1857.8500000000001
-2035.92
-1974.63
-1876.0900000000001
-2339.5299999999997
-3252.13
-3967.96
-3762.2899999999995
-3193.6000000000004
-2884.4399999999996
-2599.94
-2338.34
-2813.98
-3196.02
-3226.9700000000003
-3824.97
-4340.57
-4185.0599999999995
-3825.24
-3589.92
-3293.71
-2586.97
-2094.6
-2081.88
-2077.24
-2009.16
-2314.4700000000003
-2435.06
-2533.2200000000003
-3338.34
-3820.7999999999993
-3624.8099999999995
-3460.1000000000004
-3512.8400000000006
-3332.3399999999997
-3315.17
-3540.89
-3390.71
-3398.59
-4390.179999999999
-4890.360000000001
-4984.200000000001
-4627.2300000000005
-3820.31
-3403.3
-2967.63
-2480.66
-2342.85
-2200.04
-2224.63
-2196.06
-2242.12
-2586.52
-3354.32
-3783.27
-3353.1099999999997
-2753.8099999999995
-2476.58
-2393.9300000000003
-2123.51
-2232.22
-2676.3299999999995
-2616.93
-3982.1400000000003
-4489.099999999999
-4358.67
-4035.5
-3551.3599999999997
-3034.3199999999997
-2629.6800000000003
-2365.24
