solar
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
16.666666666666668
69.44444444444444
133.33333333333334
158.33333333333334
172.22222222222223
136.11111111111111
61.111111111111114
2.7777777777777777
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.7777777777777777
61.111111111111114
83.33333333333333
172.22222222222223
188.88888888888889
191.66666666666666
141.66666666666666
61.111111111111114
2.7777777777777777
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
72.22222222222223
186.11111111111111
222.22222222222223
152.77777777777777
83.33333333333333
47.22222222222222
19.444444444444443
2.7777777777777777
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.555555555555555
38.888888888888886
27.77777777777778
63.888888888888886
113.88888888888889
72.22222222222223
38.888888888888886
5.555555555555555
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.7777777777777777
16.666666666666668
52.77777777777778
72.22222222222223
122.22222222222223
175.0
144.44444444444446
69.44444444444444
5.555555555555555
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8.333333333333334
27.77777777777778
44.44444444444444
36.111111111111114
36.111111111111114
27.77777777777778
13.88888888888889
2.7777777777777777
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8.333333333333334
38.888888888888886
83.33333333333333
55.55555555555556
41.666666666666664
36.111111111111114
16.666666666666668
2.7777777777777777
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.7777777777777777
38.888888888888886
55.55555555555556
72.22222222222223
75.0
41.666666666666664
25.0
13.88888888888889
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
44.44444444444444
100.0
166.66666666666666
200.0
208.33333333333334
147.22222222222223
69.44444444444444
11.11111111111111
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.7777777777777777
47.22222222222222
169.44444444444446
194.44444444444446
227.77777777777777
163.88888888888889
141.66666666666666
44.44444444444444
8.333333333333334
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.7777777777777777
30.555555555555557
52.77777777777778
86.11111111111111
63.888888888888886
50.0
