heat_demand
0.00010199
0.000105858
0.000113829
0.000126563
0.00014694
0.000188967
0.000273224
0.000328657
0.000326852
0.000305593
0.000281405
0.000258425
0.000247254
0.000236301
0.000231785
0.000242738
0.000251945
0.000261239
0.000249249
0.000242301
0.000227337
0.000207678
0.000172085
0.00012958
0.00010199
0.000105858
0.000113829
0.000126563
0.00014694
0.000188967
0.000267533
0.000323093
0.000324564
0.000301259
0.000278715
0.000264098
0.00025541
0.000248775
0.00024801
0.000254439
0.000258927
0.000257712
0.00024433
0.000239862
0.000220583
0.000203716
0.000166997
0.000124973
9.76304e-5
0.000102879
0.000108491
0.000119209
0.000137043
0.000178993
0.000280179
0.000336912
0.000333536
0.000316895
0.000286684
0.000270746
0.000265992
0.000258856
0.000259894
0.000262682
0.000275998
0.000274307
0.000260576
0.000247981
0.000233002
0.000214799
0.000182829
0.000134493
0.0001023
0.000107134
0.000115662
0.000126574
0.000144486
0.000192354
0.000276972
0.000334432
0.000340816
0.000316884
0.000294851
0.000279801
0.000266507
0.000263301
0.000263263
0.000261473
0.000262074
0.000263606
0.000250474
0.000243505
0.000225219
0.00021294
0.000183926
0.000145191
0.000109108
0.000106754
0.000109732
0.000118735
0.000128698
0.000155174
0.00018356
0.000233553
0.000268347
0.000277016
0.000251852
0.000227977
0.000209948
0.000198627
0.000194024
0.000199934
0.000218553
0.000229215
0.000226778
0.000222989
0.000209897
0.000201026
0.000181252
0.000149132
0.000111804
0.000109473
0.00011312
0.000116813
0.000123129
0.000149877
0.000179043
0.000226288
0.000262645
0.000268312
0.000248436
0.000226569
0.000209104
0.000193272
0.000189354
0.000193894
0.000208134
0.000220444
0.000220199
0.000214499
0.000205919
0.000194218
0.000166824
0.000131585
0.000104035
0.000110206
0.000118009
0.000129229
0.000142318
0.000184754
0.000267844
0.000320746
0.000324246
0.000299173
0.000271185
0.000245671
0.000234957
0.000225466
0.000220197
0.000230563
0.000237697
0.000248184
0.000239496
0.000232631
0.000216994
0.000199396
0.000167343
0.000125637
9.80379e-5
0.000104038
0.000110096
0.000123162
0.000141417
0.000182566
0.00027826
0.000334549
0.000332928
0.000311721
0.000287186
0.000263742
0.000252325
0.000241255
0.000236714
0.000247896
0.000257081
0.000266341
0.000254007
0.000246878
0.000231651
0.000211678
0.00017545199999999999
0.000132185
0.000104076
0.000108134
0.000116295
0.000129316
0.00015009
0.000192769
0.000273683
0.000330303
0.000331959
0.000308453
0.000285593
0.000270957
0.000262208
0.000255528
0.000254904
0.000261535
0.000265629
0.000263972
0.000250099
0.000245525
0.000225837
0.000208728
0.000171118
0.000128128
0.000100153
0.00010579
0.000111458
0.000122481
0.000140662
0.000183497
0.000279784
0.000336451
0.000333062
0.000316412
0.000286235
0.000270312
0.000265563
0.000258427
0.000259454
0.000262245
0.000275557
0.00027389
0.000260185
0.00024762
0.000232657
0.000214473
0.000182544
0.000134284
0.000102138
0.000106954
0.000115468
0.000126362
0.000144247
0.000192043
0.000260668
0.000315588
0.000320865
0.000297206
0.00027591
0.000261343
0.000249172
0.000245666
0.00024531
0.000243996
0.000245395
0.000247595
0.000235419
0.000228909
0.000212052
0.000199959
0.000172646
0.00013615
0.000102382
9.98363e-5
0.000102538
0.000110837
0.000120027
0.000144774
0.000185583
0.000236026
0.000271134
0.00027994
0.00025458
0.00023042
0.000212182
0.000200795
0.000196154
0.000202142
0.000220959
0.000231706
0.000229167
0.000225344
0.000212162
0.000203262
0.000183298
0.000150864
0.000113081
0.000110814
0.000114534
0.000118265
0.000124621
0.00015176
0.00019314
0.000243617
0.000282199
